,year,sysID,sysName,schoolID,schoolName,grd,ccrpi,street,city,county,state,zip,locClass,titleI,chrtr,totStudnts,crprlPun,dtntn,iss,oss,altSchl,physRest,busSusp,explsn,other_discipline_action,pctDisc,bully,disCond,gngRel,hom,sexRelated,drugAlc,weapons,thftRbry,violence,pctBehavrs,stdTchRatio,expPerStudent,salBenSum,freeLnch,reducedLnch,pctMobile,pctAbs5orLess,pctAbsSix-Fiftn,pctOverFiftn,pctSnapTanfHmls,pctAsian,pctNative,pctBlck,pctHisp,pctMulti,pctWhite,pctMigrant,pctSPED,pctESOL,pctAltProg,pctGiftd,adress,latitude,longitude
360,2015,631,Clayton County,4058,Morrow High School,H,72.1,2299 Old Rex Morrow Rd,Morrow,Clayton County,GA,30260,21.0,Yes,No,2068,0,0,323,441,5,0,1,0,52,0.372340426,14,186,6,0,6,19,1,4,115,0.169729207,20.7,3493.68,218808973.3,1734.0,0.0,0.221612722,46.5,34.4,19.1,38,11,0,69,14,2,3,0,12.7,2.6,3.6,4.8,"2299 Old Rex Morrow Rd,Morrow,Ga,30260",33.593846,-84.314005
361,2015,631,Clayton County,4060,Suder Elementary School,E,72.3,1400 Lake Jodeco Rd,Jonesboro,Clayton County,GA,30236,21.0,Yes,No,890,0,0,0,17,0,0,1,0,6,0.020224719,1,6,0,0,0,0,3,0,12,0.024719101,16.2,5037.42,218808973.3,710.0,0.0,0.364005417,60.9,32.2,6.9,42,4,0,68,16,5,7,0,11.0,5.4,0.1,2.8,"1400 Lake Jodeco Rd,Jonesboro,Ga,30236",33.515078,-84.345617
362,2015,631,Clayton County,5052,Edmonds Elementary School,E,58.1,4495 Simpson Rd,Forest Park,Clayton County,GA,30297,21.0,Yes,No,680,0,0,0,6,0,0,9,0,2,0.022058824,0,6,0,0,2,0,1,0,10,0.027941176,15.7,4576.56,218808973.3,587.0,0.0,0.379725099,52.4,38.1,9.6,59,2,0,42,48,2,6,0,10.0,28.0,0.2,1.5,"4495 Simpson Rd,Forest Park,Ga,30297",33.632993,-84.349645
363,2015,631,Clayton County,5054,Huie Elementary School,E,71.2,1260 Rockcut Rd,Forest Park,Clayton County,GA,30297,21.0,Yes,No,915,0,0,0,46,0,0,0,0,33,0.050273224,0,14,0,0,1,1,5,3,46,0.076502732,15.6,4418.83,218808973.3,687.0,0.0,0.435931295,52.5,36.8,10.7,58,2,0,56,35,2,4,0,8.1,25.8,0.0,1.7,"1260 Rockcut Rd,Forest Park,Ga,30297",33.638818,-84.348089
364,2015,631,Clayton County,5060,Swint Elementary School,E,66.7,500 Highway 138 W,Jonesboro,Clayton County,GA,30238,21.0,Yes,No,857,0,0,0,73,0,0,23,0,9,0.11201867,0,57,0,0,0,0,0,0,2,0.068844807,14.3,4565.81,218808973.3,593.0,0.0,0.411144584,59.4,34.4,6.2,53,2,0,73,19,3,2,0,7.9,8.0,0.0,1.5,"500 Highway 138 W,Jonesboro,Ga,30238",33.534934,-84.375435
365,2015,632,Clinch County,101,Clinch County Elementary School,E,57.7,575 Woodlake Dr,Homerville,Clinch County,GA,31634,41.0,Yes,No,606,165,0,110,70,0,0,0,0,0,0.569306931,0,502,0,0,3,0,3,0,44,0.910891089,15.8,5455.93,6647053.78,473.0,48.0,0.186119869,40.9,49.3,9.7,53,0,0,36,4,6,53,3,9.9,0.0,0.2,1.6,"575 Woodlake Dr,Homerville,Ga,31634",31.04461,-82.773981
366,2015,632,Clinch County,201,Clinch County Middle School,E,58.2,575 Woodlake Dr,Homerville,Clinch County,GA,31634,41.0,Yes,No,328,106,0,84,67,7,0,0,0,0,0.804878049,1,283,1,0,7,0,1,0,40,1.015243902,14.2,4823.7,6647053.78,204.0,35.0,0.136212617,43.6,47.3,9.1,45,1,0,33,4,5,57,2,15.9,0.0,0.7,7.3,"575 Woodlake Dr,Homerville,Ga,31634",31.04461,-82.773981
367,2015,632,Clinch County,201,Clinch County Middle School,M,61.3,575 Woodlake Dr,Homerville,Clinch County,GA,31634,41.0,Yes,No,328,106,0,84,67,7,0,0,0,0,0.804878049,1,283,1,0,7,0,1,0,40,1.015243902,14.2,4823.7,6647053.78,204.0,35.0,0.136212617,43.6,47.3,9.1,45,1,0,33,4,5,57,2,15.9,0.0,0.7,7.3,"575 Woodlake Dr,Homerville,Ga,31634",31.04461,-82.773981
368,2015,632,Clinch County,1050,Clinch County High School,M,58.8,863 Carswell St,Homerville,Clinch County,GA,31634,32.0,No,No,493,89,0,132,59,1,0,1,1,0,0.574036511,1,75,0,0,0,10,0,3,22,0.22515213,16.5,4730.02,6647053.78,254.0,52.0,0.095744684,63.5,26.6,9.9,39,0,1,34,1,3,61,1,11.9,0.0,2.1,9.1,"863 Carswell St,Homerville,Ga,31634",31.048995,-82.75011
369,2015,632,Clinch County,1050,Clinch County High School,H,77.1,863 Carswell St,Homerville,Clinch County,GA,31634,32.0,No,No,493,89,0,132,59,1,0,1,1,0,0.574036511,1,75,0,0,0,10,0,3,22,0.22515213,16.5,4730.02,6647053.78,254.0,52.0,0.095744684,63.5,26.6,9.9,39,0,1,34,1,3,61,1,11.9,0.0,2.1,9.1,"863 Carswell St,Homerville,Ga,31634",31.048995,-82.75011
370,2015,633,Cobb County,101,Kennesaw Mountain High School,H,90.1,1898 Kennesaw Due West Rd Nw,Kennesaw,Cobb County,GA,30152,21.0,No,No,2277,0,2,660,132,0,0,0,0,60,0.348704436,3,156,1,0,3,16,1,6,27,0.093544137,19.0,130.64,580453697.4,544.0,112.0,0.09074074,66.3,25.5,8.3,11,6,0,26,13,2,52,0,11.2,1.0,1.0,25.8,"1898 Kennesaw Due West Rd Nw,Kennesaw,Ga,30152",33.9998,-84.624024
371,2015,633,Cobb County,102,Riverside Intermediate School,E,51.3,285 S Gordon Rd Sw,Mableton,Cobb County,GA,30126,21.0,Yes,No,1418,0,0,0,152,0,0,0,0,54,0.10719323,2,177,0,0,2,0,3,3,106,0.206629055,16.2,70.85,580453697.4,1007.0,61.0,0.285355657,56.8,33.2,10.0,58,0,0,55,42,0,2,0,7.7,26.5,0.0,6.2,"285 S Gordon Rd Sw,Mableton,Ga,30126",33.790438,-84.561492
372,2015,633,Cobb County,103,Kell High School,H,81.8,4770 Lee Waters Rd,Marietta,Cobb County,GA,30066,21.0,No,No,1645,0,4,769,171,8,0,0,0,55,0.578723404,1,155,1,0,4,7,2,2,29,0.12218845,18.6,131.33,580453697.4,395.0,86.0,0.119016819,46.7,38.0,15.3,11,2,0,24,14,4,57,0,12.6,1.0,1.9,14.5,"4770 Lee Waters Rd,Marietta,Ga,30066",34.064256,-84.513116
373,2015,633,Cobb County,104,Bullard Elementary School,E,75.1,3656 Old Stilesboro Rd Nw,Kennesaw,Cobb County,GA,30152,21.0,No,No,957,0,0,1,57,0,0,0,0,112,0.060606061,10,140,0,0,1,0,2,2,7,0.169278997,14.7,56.74,580453697.4,165.0,25.0,0.099020675,59.1,37.9,2.9,7,4,0,10,12,4,69,0,14.8,4.8,0.0,8.6,"3656 Old Stilesboro Rd Nw,Kennesaw,Ga,30152",34.002065,-84.656954
374,2015,633,Cobb County,114,East Side Elementary School,E,93.3,3850 Roswell Rd,Marietta,Cobb County,GA,30062,21.0,No,No,1283,0,0,0,24,0,0,0,0,40,0.018706157,2,52,0,0,0,0,1,0,12,0.052221356,18.1,45.39,580453697.4,60.0,12.0,0.081124499,66.7,30.2,3.1,1,21,0,4,5,2,68,0,8.0,2.8,0.0,9.7,"3850 Roswell Rd,Marietta,Ga,30062",33.97592,-84.438752
375,2015,633,Cobb County,117,Clarkdale Elementary School,E,71.3,4725 Ewing Rd,Austell,Cobb County,GA,30106,21.0,Yes,No,773,0,2,0,60,0,0,0,0,34,0.080206986,0,64,0,0,5,0,2,0,29,0.129366106,14.7,93.89,580453697.4,452.0,61.0,0.235465109,56.3,38.7,5.0,29,1,0,63,22,3,10,0,9.7,15.3,0.0,3.6,"4725 Ewing Rd,Austell,Ga,30106",33.841086,-84.633813
376,2015,633,Cobb County,118,Mableton Elementary School,E,54.0,5220 Church St Sw,Mableton,Cobb County,GA,30126,21.0,Yes,No,1090,0,2,0,172,0,0,0,0,172,0.159633028,1,303,0,0,2,0,1,4,59,0.339449541,14.7,57.38,580453697.4,728.0,63.0,0.22839506,56.7,36.3,7.0,38,0,0,45,36,3,16,0,10.5,20.2,0.0,1.9,"5220 Church St Sw,Mableton,Ga,30126",33.824435,-84.583929
377,2015,633,Cobb County,173,Birney Elementary School,E,70.5,775 Smyrna Powder Springs Rd,Marietta,Cobb County,GA,30060,21.0,Yes,No,894,0,0,0,38,0,0,0,0,102,0.042505593,2,159,0,0,2,0,0,1,5,0.189038031,12.2,66.34,580453697.4,585.0,57.0,0.288918197,55.7,37.1,7.2,37,2,0,45,43,2,8,0,12.6,30.3,0.0,3.6,"775 Smyrna Powder Springs Rd,Marietta,Ga,30060",33.879332,-84.575741
378,2015,633,Cobb County,175,Walton High School,H,96.8,1590 Bill Murdock Rd,Marietta,Cobb County,GA,30062,21.0,No,Yes,2729,0,6,116,78,0,0,0,0,39,0.073286918,1,53,0,0,2,26,1,3,17,0.037742763,20.2,100.73,580453697.4,122.0,41.0,0.04264871,67.3,25.1,7.6,2,17,0,6,4,2,70,0,9.0,0.7,1.2,37.8,"1590 Bill Murdock Rd,Marietta,Ga,30062",33.99038,-84.440231
379,2015,633,Cobb County,178,Mabry Middle School,M,92.2,2700 Jims Rd Ne,Marietta,Cobb County,GA,30066,21.0,No,No,918,0,1,133,11,0,0,0,0,15,0.15795207,1,90,0,0,0,0,1,0,5,0.105664488,18.1,275.35,580453697.4,88.0,13.0,0.037120361,61.2,34.1,4.7,4,5,0,8,8,4,76,0,14.4,0.0,0.0,35.1,"2700 Jims Rd Ne,Marietta,Ga,30066",34.061746,-84.464725
380,2015,633,Cobb County,180,Still Elementary School,E,85.8,870 Casteel Rd,Powder Springs,Cobb County,GA,30127,21.0,No,No,804,0,0,5,27,0,0,0,0,47,0.039800995,4,60,0,0,1,0,0,5,19,0.110696517,12.8,75.33,580453697.4,161.0,37.0,0.127438232,65.9,30.2,3.9,10,3,0,22,8,5,61,0,13.7,2.3,0.0,7.4,"870 Casteel Rd,Powder Springs,Ga,30127",33.933045,-84.663923
381,2015,633,Cobb County,185,Garrison Mill Elementary School,E,93.5,4111 Wesley Chapel Rd,Marietta,Cobb County,GA,30062,21.0,No,No,689,0,0,0,8,0,0,0,0,59,0.01161103,0,61,0,0,0,0,0,0,2,0.091436865,15.4,85.77,580453697.4,51.0,13.0,0.094311379,61.8,35.8,2.3,4,5,0,6,6,5,78,0,9.6,2.3,0.0,6.4,"4111 Wesley Chapel Rd,Marietta,Ga,30062",34.050283,-84.435269
382,2015,633,Cobb County,187,Keheley Elementary School,E,82.6,1985 Kemp Rd,Marietta,Cobb County,GA,30066,21.0,No,No,560,0,0,0,36,0,0,0,0,42,0.064285714,6,64,0,0,0,0,2,3,18,0.166071429,13.4,62.72,580453697.4,88.0,17.0,0.079545453,60.4,34.3,5.4,9,6,0,12,10,5,68,0,17.2,6.1,0.0,11.0,"1985 Kemp Rd,Marietta,Ga,30066",34.061463,-84.495883
383,2015,633,Cobb County,188,Pope High School,H,94.2,3001 Hembree Rd Ne,Marietta,Cobb County,GA,30062,21.0,No,No,1975,0,3,230,79,0,0,0,0,29,0.157974684,1,46,0,0,3,31,6,5,13,0.053164557,19.6,186.25,580453697.4,134.0,58.0,0.050909091,52.2,35.5,12.3,3,7,0,8,6,2,77,0,13.0,0.4,2.4,29.8,"3001 Hembree Rd Ne,Marietta,Ga,30062",34.024909,-84.451958
384,2015,633,Cobb County,190,Dowell Elementary School,E,74.6,2121 W Sandtown Rd Sw,Marietta,Cobb County,GA,30064,21.0,Yes,No,1019,0,0,1,63,0,0,0,0,50,0.062806673,4,88,0,0,6,0,5,1,14,0.115799804,12.8,57.57,580453697.4,585.0,67.0,0.176271185,55.2,38.4,6.5,26,4,0,37,38,3,18,0,13.4,23.5,0.0,4.9,"2121 W Sandtown Rd Sw,Marietta,Ga,30064",33.90188,-84.635088
385,2015,633,Cobb County,191,Varner Elementary School,E,75.9,4761 Gaydon Rd,Powder Springs,Cobb County,GA,30127,21.0,No,No,731,0,0,0,40,0,0,0,0,69,0.054719562,0,95,0,0,0,0,3,3,5,0.14500684,13.3,74.85,580453697.4,294.0,41.0,0.181286544,64.2,30.9,4.9,20,3,0,51,15,5,26,0,13.5,7.2,0.0,6.2,"4761 Gaydon Rd,Powder Springs,Ga,30127",33.894156,-84.692383
386,2015,633,Cobb County,192,Harrison High School,H,92.0,4500 Due West Rd Nw,Kennesaw,Cobb County,GA,30152,21.0,No,No,2006,0,15,299,36,0,0,0,0,81,0.17447657,0,82,0,0,6,10,3,1,6,0.053838485,21.0,94.11,580453697.4,130.0,33.0,0.049820237,68.4,26.6,5.0,3,2,0,11,5,3,80,0,9.5,0.2,0.7,23.5,"4500 Due West Rd Nw,Kennesaw,Ga,30152",33.967087,-84.683093
387,2015,633,Cobb County,194,Hayes Elementary School,E,69.8,1501 Kennesaw Due West Rd Nw,Kennesaw,Cobb County,GA,30152,21.0,Yes,No,1050,0,1,0,85,0,0,0,0,168,0.081904762,0,250,0,0,0,0,3,1,32,0.272380952,13.8,57.29,580453697.4,513.0,77.0,0.22163865,57.0,37.4,5.5,22,7,0,34,28,4,28,0,11.3,17.2,0.0,4.5,"1501 Kennesaw Due West Rd Nw,Kennesaw,Ga,30152",33.990898,-84.630868
388,2015,633,Cobb County,197,Vaughan Elementary School,E,85.9,5950 Nichols Rd,Powder Springs,Cobb County,GA,30127,21.0,No,No,683,0,0,0,54,0,0,0,0,45,0.079062958,0,70,0,0,0,0,1,0,28,0.144948755,15.3,89.12,580453697.4,69.0,13.0,0.082066871,58.7,36.5,4.8,5,2,0,12,5,5,76,0,15.8,0.0,0.0,14.3,"5950 Nichols Rd,Powder Springs,Ga,30127",33.960122,-84.724118
389,2015,633,Cobb County,198,Chalker Elementary School,E,81.9,325 N Booth Rd Nw,Kennesaw,Cobb County,GA,30144,21.0,No,No,744,0,0,0,65,0,1,0,0,71,0.088709677,0,100,0,0,7,0,1,0,21,0.173387097,13.4,72.86,580453697.4,168.0,35.0,0.174174175,57.5,36.4,6.0,14,7,0,20,15,5,52,0,11.6,7.7,0.0,13.3,"325 N Booth Rd Nw,Kennesaw,Ga,30144",34.045274,-84.561445
390,2015,633,Cobb County,199,Nickajack Elementary School,E,79.4,4555 Mavell Rd Se,Smyrna,Cobb County,GA,30082,21.0,No,No,1230,0,0,3,80,0,0,0,0,34,0.067479675,0,103,0,0,0,0,1,0,32,0.110569106,15.5,52.81,580453697.4,373.0,53.0,0.196444452,56.9,35.9,7.2,20,4,1,55,9,4,28,0,10.9,3.3,0.0,9.0,"4555 Mavell Rd Se,Smyrna,Ga,30082",33.843599,-84.515912
391,2015,633,Cobb County,202,Lindley Middle School,M,60.8,50 Veterans Memorial Hwy Se,Mableton,Cobb County,GA,30126,21.0,Yes,No,1314,0,0,384,349,1,0,0,0,56,0.558599696,8,378,11,0,3,14,1,14,140,0.433028919,16.4,67.38,580453697.4,878.0,98.0,0.220499575,67.7,23.9,8.4,43,0,0,63,33,2,2,0,12.2,8.9,1.5,7.5,"50 Veterans Memorial Hwy Se,Mableton,Ga,30126",33.813527,-84.554027
392,2015,633,Cobb County,203,Kemp Elementary School,E,90.7,865 Corner Rd,Powder Springs,Cobb County,GA,30127,21.0,No,No,1051,0,0,0,26,0,1,0,0,83,0.025689819,4,92,0,0,2,0,0,4,13,0.1094196,16.2,57.91,580453697.4,151.0,27.0,0.06849315,60.1,36.1,3.8,7,2,0,26,9,4,59,0,9.8,1.7,0.0,15.3,"865 Corner Rd,Powder Springs,Ga,30127",33.930199,-84.702188
393,2015,633,Cobb County,204,Pitner Elementary School,E,73.2,4575 Wade Green Rd Nw,Acworth,Cobb County,GA,30102,21.0,No,No,952,0,4,0,69,0,0,0,0,102,0.076680672,5,146,0,0,1,0,0,1,31,0.193277311,15.4,107.04,580453697.4,363.0,85.0,0.167247385,60.2,34.9,4.9,17,5,0,26,18,6,45,0,14.3,6.1,0.0,8.1,"4575 Wade Green Rd Nw,Acworth,Ga,30102",34.065464,-84.591051
394,2015,633,Cobb County,207,Austell Elementary School,E,66.1,5600 Mulberry St,Austell,Cobb County,GA,30106,21.0,Yes,No,627,0,0,0,31,0,0,0,0,56,0.049441786,0,69,0,0,0,0,2,1,23,0.151515152,15.1,61.51,580453697.4,376.0,33.0,0.272727281,54.9,38.1,7.0,39,1,0,57,20,5,18,0,12.2,13.1,0.0,4.4,"5600 Mulberry St,Austell,Ga,30106",33.816623,-84.634309
395,2015,633,Cobb County,209,Allatoona High School,H,90.6,3300 Dallas Acworth Hwy Nw,Acworth,Cobb County,GA,30101,21.0,No,No,1883,0,0,228,148,3,0,0,0,60,0.201274562,3,75,0,0,1,27,6,2,11,0.066383431,20.6,103.33,580453697.4,305.0,89.0,0.063256323,55.0,35.5,9.6,8,2,0,18,9,2,69,0,11.3,0.3,0.7,17.0,"3300 Dallas Acworth Hwy Nw,Acworth,Ga,30101",34.03533,-84.735539
396,2015,633,Cobb County,214,Smyrna Elementary School,E,58.1,1099 Fleming St Se,Smyrna,Cobb County,GA,30080,21.0,Yes,No,1065,0,0,0,132,0,0,0,0,77,0.123943662,4,206,0,0,4,0,2,1,9,0.212206573,14.9,39.35,580453697.4,566.0,44.0,0.263783783,50.1,41.7,8.2,35,2,0,40,36,5,17,0,13.5,19.3,0.0,4.5,"1099 Fleming St Se,Smyrna,Ga,30080",33.890783,-84.521716
397,2015,633,Cobb County,273,Kincaid Elementary School,E,87.2,1410 Kincaid Rd,Marietta,Cobb County,GA,30066,21.0,No,No,779,0,0,1,22,0,0,0,0,35,0.029525032,0,48,0,0,0,0,0,0,14,0.079589217,14.5,60.87,580453697.4,135.0,31.0,0.0989011,60.1,34.4,5.5,10,10,0,13,11,5,60,0,15.1,7.5,0.0,12.6,"1410 Kincaid Rd,Marietta,Ga,30066",34.000793,-84.510216
398,2015,633,Cobb County,275,Dodgen Middle School,M,98.4,1725 Bill Murdock Rd,Marietta,Cobb County,GA,30062,21.0,No,No,1258,0,0,104,24,0,0,0,0,11,0.101748808,2,41,0,0,2,0,1,1,7,0.042925278,17.9,102.24,580453697.4,62.0,20.0,0.035044827,65.1,31.2,3.7,2,19,0,6,5,3,67,0,11.2,0.8,0.0,45.1,"1725 Bill Murdock Rd,Marietta,Ga,30062",33.991036,-84.445034
399,2015,633,Cobb County,278,Mount Bethel Elementary School,E,94.2,1210 Johnson Ferry Rd,Marietta,Cobb County,GA,30068,21.0,No,No,1068,0,0,0,43,0,0,0,0,81,0.040262172,0,92,0,0,0,0,0,0,28,0.112359551,16.0,65.07,580453697.4,31.0,6.0,0.048780486,66.5,30.7,2.8,1,12,0,3,5,3,78,0,13.4,2.2,0.0,13.4,"1210 Johnson Ferry Rd,Marietta,Ga,30068",33.979729,-84.417308
400,2015,633,Cobb County,280,Pine Mountain Middle School,M,73.3,2720 Pine Mountain Cir Nw,Kennesaw,Cobb County,GA,30152,21.0,Yes,No,757,0,0,496,113,0,0,0,0,36,0.804491413,0,354,0,0,6,3,1,16,28,0.538969617,14.6,106.88,580453697.4,283.0,50.0,0.143678159,56.0,36.6,7.4,25,7,0,38,21,3,31,0,16.0,5.6,0.7,16.2,"2720 Pine Mountain Cir Nw,Kennesaw,Ga,30152",34.017197,-84.625755
401,2015,633,Cobb County,281,Dickerson Middle School,M,94.7,855 Woodlawn Dr Ne,Marietta,Cobb County,GA,30068,21.0,No,No,1300,0,0,159,26,0,0,0,0,18,0.142307692,0,87,0,0,3,0,3,1,8,0.078461538,17.9,76.42,580453697.4,48.0,18.0,0.044374008,64.6,30.8,4.6,2,17,0,5,5,2,70,0,12.8,0.8,0.1,46.6,"855 Woodlawn Dr Ne,Marietta,Ga,30068",33.969293,-84.416734
402,2015,633,Cobb County,287,Lewis Elementary School,E,72.3,4179 Jim Owens Rd Nw,Kennesaw,Cobb County,GA,30152,21.0,No,No,746,0,0,0,24,0,0,0,0,29,0.032171582,1,41,0,0,2,0,1,0,8,0.071045576,16.1,83.68,580453697.4,256.0,58.0,0.149572656,57.4,38.5,4.2,18,7,0,22,17,4,49,0,14.6,9.6,0.0,5.0,"4179 Jim Owens Rd Nw,Kennesaw,Ga,30152",34.014425,-84.673058
403,2015,633,Cobb County,288,Mountain View Elementary School,E,83.2,3448 Sandy Plains Rd,Marietta,Cobb County,GA,30066,21.0,No,No,859,0,0,0,18,0,0,0,0,68,0.020954598,0,76,0,0,2,0,0,0,10,0.102444703,16.1,77.62,580453697.4,88.0,28.0,0.097852029,61.4,36.4,2.2,4,10,0,8,10,6,65,0,11.6,5.6,0.0,21.2,"3448 Sandy Plains Rd,Marietta,Ga,30066",34.032107,-84.466249
404,2015,633,Cobb County,289,Addison Elementary School,E,84.4,3055 Ebenezer Rd,Marietta,Cobb County,GA,30066,21.0,No,No,622,0,0,0,43,0,0,0,0,74,0.069131833,1,91,0,0,0,0,0,1,27,0.192926045,13.4,75.21,580453697.4,161.0,37.0,0.095477387,58.2,37.6,4.2,10,7,1,12,18,5,57,0,12.7,8.6,0.0,11.2,"3055 Ebenezer Rd,Marietta,Ga,30066",34.02526,-84.491418
405,2015,633,Cobb County,290,Campbell Middle School,M,69.4,3295 South Atlanta Road,Smyrna,Cobb County,GA,30080,21.0,Yes,No,1592,0,18,782,489,11,0,0,0,245,0.816582915,12,889,4,0,9,19,9,16,120,0.677135678,15.9,80.86,580453697.4,1005.0,99.0,0.201413423,60.7,28.8,10.4,38,3,0,41,44,3,9,0,14.3,7.7,0.9,9.5,"3295 South Atlanta Road,Smyrna,Ga,30080",33.836027,-84.46998
406,2015,633,Cobb County,291,Shallowford Falls Elementary School,E,86.8,3529 Lassiter Rd,Marietta,Cobb County,GA,30062,21.0,No,No,667,0,0,0,8,0,0,0,0,39,0.011994003,0,39,0,0,0,0,1,1,4,0.067466267,16.5,62.92,580453697.4,46.0,5.0,0.086890243,64.0,34.0,1.9,3,10,0,5,6,5,74,0,9.1,2.5,0.0,13.0,"3529 Lassiter Rd,Marietta,Ga,30062",34.033947,-84.435628
407,2015,633,Cobb County,292,Ford Elementary School,E,90.1,1345 Mars Hill Rd Nw,Acworth,Cobb County,GA,30101,21.0,No,No,745,0,0,4,12,0,0,0,0,21,0.02147651,0,20,0,0,0,0,1,0,7,0.037583893,14.7,74.87,580453697.4,36.0,12.0,0.083451204,58.3,38.1,3.6,3,2,0,11,4,3,80,0,13.2,0.0,0.0,12.5,"1345 Mars Hill Rd Nw,Acworth,Ga,30101",34.015811,-84.675561
408,2015,633,Cobb County,294,Smitha Middle School,M,67.9,2025 Powder Springs Rd Sw,Marietta,Cobb County,GA,30064,21.0,Yes,No,1120,0,0,638,397,6,0,0,3,111,0.932142857,15,588,10,0,10,18,6,10,55,0.635714286,13.9,88.64,580453697.4,752.0,82.0,0.233739838,53.9,33.8,12.3,40,2,0,42,47,3,6,0,16.1,12.1,1.4,8.5,"2025 Powder Springs Rd Sw,Marietta,Ga,30064",33.889668,-84.612928
409,2015,633,Cobb County,297,Frey Elementary School,E,80.8,2865 Mars Hill Rd Nw,Acworth,Cobb County,GA,30101,41.0,No,No,765,0,0,0,28,0,0,0,0,20,0.036601307,0,37,0,0,2,0,0,0,11,0.065359477,14.6,160.09,580453697.4,96.0,46.0,0.078697421,60.3,34.4,5.4,6,4,0,14,9,4,70,0,12.2,2.9,0.0,8.1,"2865 Mars Hill Rd Nw,Acworth,Ga,30101",34.019745,-84.682866
410,2015,633,Cobb County,298,Cheatham Hill Elementary School,E,74.3,1350 John Ward Rd Sw,Marietta,Cobb County,GA,30064,21.0,No,No,1163,0,0,0,42,0,0,0,0,83,0.0361135,2,108,0,0,1,0,1,0,19,0.112639725,15.3,54.72,580453697.4,371.0,34.0,0.127141565,62.0,33.7,4.3,16,3,0,24,23,5,45,0,10.0,14.8,0.0,14.0,"1350 John Ward Rd Sw,Marietta,Ga,30064",33.92029,-84.619936
411,2015,633,Cobb County,299,Durham Middle School,M,81.6,2891 Mars Hill Road. Northeast,Acworth,Cobb County,GA,30101,41.0,No,No,1109,0,7,157,69,0,0,0,0,50,0.210099188,2,194,0,0,1,2,0,0,10,0.18845807,16.7,117.39,580453697.4,114.0,48.0,0.055555556,55.7,37.0,7.3,6,4,0,13,5,2,76,0,15.9,0.5,0.0,29.7,"2891 Mars Hill Road. Northeast,Acworth,Ga,30101",34.026362,-84.700138
412,2015,633,Cobb County,302,Acworth Intermediate School,E,76.4,4220 Cantrell Rd Nw,Acworth,Cobb County,GA,30101,21.0,Yes,No,807,0,0,0,141,0,1,0,0,45,0.175960347,0,142,0,0,1,0,3,1,11,0.195786865,12.9,78.82,580453697.4,436.0,87.0,0.128552094,58.1,36.6,5.3,31,3,0,38,19,4,34,0,18.4,10.6,0.0,4.3,"4220 Cantrell Rd Nw,Acworth,Ga,30101",34.057879,-84.653126
413,2015,633,Cobb County,304,Kennesaw Charter School,E,74.9,3010 Cobb Pkwy Nw,Kennesaw,Cobb County,GA,30152,21.0,No,Yes,908,0,0,0,6,0,0,0,0,0,0.00660793,0,5,0,0,0,0,0,0,0,0.005506608,14.0,6361.97,580453697.4,177.0,60.0,0.058492687,55.7,38.1,6.2,11,5,1,48,9,5,31,0,6.4,4.4,0.0,6.9,"3010 Cobb Pkwy Nw,Kennesaw,Ga,30152",34.029234,-84.640416
414,2015,633,Cobb County,304,Kennesaw Charter School,M,55.3,3010 Cobb Pkwy Nw,Kennesaw,Cobb County,GA,30152,21.0,No,Yes,908,0,0,0,6,0,0,0,0,0,0.00660793,0,5,0,0,0,0,0,0,0,0.005506608,14.0,6361.97,580453697.4,177.0,60.0,0.058492687,55.7,38.1,6.2,11,5,1,48,9,5,31,0,6.4,4.4,0.0,6.9,"3010 Cobb Pkwy Nw,Kennesaw,Ga,30152",34.029234,-84.640416
415,2015,633,Cobb County,373,Sprayberry High School,H,80.9,2525 Sandy Plains Rd,Marietta,Cobb County,GA,30066,21.0,No,No,1911,0,8,1026,282,10,0,0,0,69,0.693877551,1,162,21,0,2,50,2,20,23,0.147043433,17.5,115.84,580453697.4,589.0,152.0,0.164766252,50.9,33.1,16.1,15,7,0,30,15,4,43,0,13.1,2.2,5.3,14.2,"2525 Sandy Plains Rd,Marietta,Ga,30066",34.011765,-84.497256
416,2015,633,Cobb County,375,Murdock Elementary School,E,91.7,2320 Murdock Rd,Marietta,Cobb County,GA,30062,21.0,No,No,934,0,0,5,6,0,0,0,0,63,0.011777302,0,61,0,0,1,0,0,3,7,0.077087794,15.5,66.3,580453697.4,61.0,25.0,0.075639598,53.9,41.6,4.5,4,13,0,7,7,3,70,0,9.1,3.2,0.0,7.2,"2320 Murdock Rd,Marietta,Ga,30062",34.006521,-84.462208
417,2015,633,Cobb County,378,Rocky Mount Elementary School,E,86.9,2400 Rocky Mountain Rd Ne,Marietta,Cobb County,GA,30066,21.0,No,No,627,0,0,2,34,0,0,0,0,117,0.057416268,0,132,0,0,0,0,0,3,15,0.23923445,13.6,85.54,580453697.4,58.0,18.0,0.119205296,55.2,41.8,3.0,4,11,0,8,8,4,68,0,15.8,2.2,0.0,6.4,"2400 Rocky Mountain Rd Ne,Marietta,Ga,30066",34.047317,-84.479245
418,2015,633,Cobb County,381,Lassiter High School,H,98.7,2601 Shallowford Rd,Marietta,Cobb County,GA,30066,21.0,No,No,2168,0,1,219,62,0,0,0,0,52,0.130073801,7,98,3,0,1,21,0,1,10,0.0650369,17.9,148.07,580453697.4,195.0,41.0,0.049318928,54.9,33.4,11.6,4,5,0,11,6,3,74,0,11.0,0.1,2.3,29.4,"2601 Shallowford Rd,Marietta,Ga,30066",34.042364,-84.473911
